field,value
objective,1915.53832433
grad_norm,0.0588295195018
iterations,112
converged,no
message,stopped before requested fixed-effect gradient tolerance; L-BFGS line search stalled; recovered with gradient restart. attempts=1
random_effects,20
log_r0,6.43825372258
r0,625.313874317
log_m_fixed,-0.798507696218
m_fixed,0.45
log_fbar,-1.97380148437
fbar,0.138927719545
log_q_longline_fixed,-9.90348755254
q_longline_fixed,5e-05
log_q_purse_seine,-10.7456483145
q_purse_seine,2.1538935342e-05
logit_sel_a50_longline,0.385994847367
sel_a50_longline,6.35786352711
log_sel_slope_longline,0.982331562702
sel_slope_longline,2.67067583659
init_log_number_dev_age_1,0.0707942183745
init_number_multiplier_age_1,1.07336032531
init_log_number_dev_age_2,0.156889316495
init_number_multiplier_age_2,1.16986612185
init_log_number_dev_age_3,0.0243633152471
init_number_multiplier_age_3,1.02466252579
init_log_number_dev_age_4,-0.151743638595
init_number_multiplier_age_4,0.859208520413
init_log_number_dev_age_5,-0.207651608666
init_number_multiplier_age_5,0.812490051902
init_log_number_dev_age_6,-0.229178652932
init_number_multiplier_age_6,0.795186458423
init_log_number_dev_age_7,-0.242331651752
init_number_multiplier_age_7,0.784795855466
init_log_number_dev_age_8,-0.34977838575
init_number_multiplier_age_8,0.704844275947
init_log_number_dev_age_9,-0.795033004173
init_number_multiplier_age_9,0.451566331103
init_log_number_dev_age_10,-1.69274059748
init_number_multiplier_age_10,0.184014522569
