field,value
objective,1750.13120196
grad_norm,0.0254379787481
iterations,223
converged,no
message,stopped before requested fixed-effect gradient tolerance; L-BFGS line search stalled; recovered with gradient restart. attempts=2
random_effects,20
log_r0,6.77571062997
r0,876.301868189
log_m_fixed,-0.798507696218
m_fixed,0.45
log_fbar,-2.08601117362
fbar,0.124181487614
log_q_longline_fixed,-9.90348755254
q_longline_fixed,5e-05
log_q_purse_seine,-10.9133667817
q_purse_seine,1.82131484638e-05
logit_sel_a50_longline,-8.28392518888
sel_a50_longline,1.00227232186
log_sel_slope_longline,-7.39540346034
sel_slope_longline,0.000614068875922
init_log_number_dev_age_1,-6.5043887152
init_number_multiplier_age_1,0.00149685548412
init_log_number_dev_age_2,-5.50390676111
init_number_multiplier_age_2,0.00407083654594
init_log_number_dev_age_3,-3.59604654529
init_number_multiplier_age_3,0.0274319593603
init_log_number_dev_age_4,-1.4578103354
init_number_multiplier_age_4,0.23274535143
init_log_number_dev_age_5,0.716293793082
init_number_multiplier_age_5,2.04683314847
init_log_number_dev_age_6,3.00391315747
init_number_multiplier_age_6,20.1642887757
init_log_number_dev_age_7,0.97902690989
init_number_multiplier_age_7,2.661864747
init_log_number_dev_age_8,-2.38560270051
init_number_multiplier_age_8,0.0920334942266
init_log_number_dev_age_9,0.0297042111676
init_number_multiplier_age_9,1.03014978208
init_log_number_dev_age_10,-0.000451913928353
init_number_multiplier_age_10,0.999548188169
logit_sel_purse_seine_age_1,-0.0512577905733
sel_purse_seine_age_1,0.487188357301
logit_sel_purse_seine_age_2,-0.0980942824387
sel_purse_seine_age_2,0.4754960753
logit_sel_purse_seine_age_3,-0.112106104648
sel_purse_seine_age_3,0.472002789593
logit_sel_purse_seine_age_4,-0.130841971953
sel_purse_seine_age_4,0.467336093198
logit_sel_purse_seine_age_5,-0.160977842827
sel_purse_seine_age_5,0.459842222134
logit_sel_purse_seine_age_6,-0.175819782692
sel_purse_seine_age_6,0.456157935518
logit_sel_purse_seine_age_7,-0.172285432546
sel_purse_seine_age_7,0.457034864556
logit_sel_purse_seine_age_8,-0.103577549767
sel_purse_seine_age_8,0.474128737998
logit_sel_purse_seine_age_9,-1.13417903509
sel_purse_seine_age_9,0.243390699586
logit_sel_purse_seine_age_10,1.95889490888
sel_purse_seine_age_10,0.876413306457
