parameter_index,parameter_name,base_log_slope,base_slope,base_objective,step_index,multiplier,log_sel_slope_longline,sel_slope_longline,objective,delta_objective,status,message
5,logit_sel_longline_age_3,-7.61399762500016,0.000493495101588012,1727.69290776071,0,0.4,-8.53028835687431,0.000197398040635205,1728.14347743379,0.450569673081645,ok,"ok"
5,logit_sel_longline_age_3,-7.61399762500016,0.000493495101588012,1727.69290776071,1,0.5,-8.3071448055601,0.000246747550794006,1727.96423938706,0.271331626345045,ok,"ok"
5,logit_sel_longline_age_3,-7.61399762500016,0.000493495101588012,1727.69290776071,2,0.6,-8.12482324876615,0.000296097060952807,1727.84695061951,0.154042858800722,ok,"ok"
5,logit_sel_longline_age_3,-7.61399762500016,0.000493495101588012,1727.69290776071,3,0.7,-7.97067256893889,0.000345446571111608,1727.77108138413,0.0781736234150685,ok,"ok"
5,logit_sel_longline_age_3,-7.61399762500016,0.000493495101588012,1727.69290776071,4,0.75,-7.90167969745194,0.000370121326191009,1727.74475191151,0.0518441507938405,ok,"ok"
5,logit_sel_longline_age_3,-7.61399762500016,0.000493495101588012,1727.69290776071,5,0.8,-7.83714117631437,0.00039479608127041,1727.72470923062,0.0318014699134892,ok,"ok"
5,logit_sel_longline_age_3,-7.61399762500016,0.000493495101588012,1727.69290776071,6,0.85,-7.77651655449793,0.00041947083634981,1727.71012622598,0.0172184652701617,ok,"ok"
5,logit_sel_longline_age_3,-7.61399762500016,0.000493495101588012,1727.69290776071,7,0.9,-7.71935814065798,0.000444145591429211,1727.70032478925,0.0074170285386117,ok,"ok"
5,logit_sel_longline_age_3,-7.61399762500016,0.000493495101588012,1727.69290776071,8,0.95,-7.66529091938771,0.000468820346508611,1727.69474244337,0.00183468265800002,ok,"ok"
5,logit_sel_longline_age_3,-7.61399762500016,0.000493495101588012,1727.69290776071,9,0.975,-7.63931543298445,0.000481157724048312,1727.6933830889,0.00047532819121443,ok,"ok"
5,logit_sel_longline_age_3,-7.61399762500016,0.000493495101588012,1727.69290776071,10,1,-7.61399762500016,0.000493495101588012,1727.69290776071,0,ok,"ok"
5,logit_sel_longline_age_3,-7.61399762500016,0.000493495101588012,1727.69290776071,11,1.025,-7.58930501240979,0.000505832479127712,1727.69326873929,0.00036097857855566,ok,"ok"
5,logit_sel_longline_age_3,-7.61399762500016,0.000493495101588012,1727.69290776071,12,1.05,-7.56520746083073,0.000518169856667413,1727.694421944,0.00151418329073749,ok,"ok"
5,logit_sel_longline_age_3,-7.61399762500016,0.000493495101588012,1727.69290776071,13,1.1,-7.51868744519583,0.000542844611746813,1727.69894481141,0.00603705070193428,ok,"ok"
5,logit_sel_longline_age_3,-7.61399762500016,0.000493495101588012,1727.69290776071,14,1.15,-7.474235682625,0.000567519366826214,1727.70618398466,0.0132762239456952,ok,"ok"
5,logit_sel_longline_age_3,-7.61399762500016,0.000493495101588012,1727.69290776071,15,1.2,-7.4316760682062,0.000592194121905614,1727.71588644357,0.0229786828581382,ok,"ok"
5,logit_sel_longline_age_3,-7.61399762500016,0.000493495101588012,1727.69290776071,16,1.3,-7.35163336053267,0.000641543632064416,1727.74182724337,0.0489194826591302,ok,"ok"
5,logit_sel_longline_age_3,-7.61399762500016,0.000493495101588012,1727.69290776071,17,1.4,-7.27752538837894,0.000690893142223217,1727.77530792614,0.082400165428453,ok,"ok"
5,logit_sel_longline_age_3,-7.61399762500016,0.000493495101588012,1727.69290776071,18,1.6,-7.14399399575442,0.000789592162540819,1727.86055847107,0.167650710355474,ok,"ok"
5,logit_sel_longline_age_3,-7.61399762500016,0.000493495101588012,1727.69290776071,19,1.8,-7.02621096009804,0.000888291182858421,1727.96497289837,0.27206513765509,ok,"ok"
5,logit_sel_longline_age_3,-7.61399762500016,0.000493495101588012,1727.69290776071,20,2,-6.92085044444021,0.000986990203176024,1728.08410735404,0.391199593324473,ok,"ok"
