field,value
objective,1765.9449028
grad_norm,0.0418179668832
iterations,212
converged,no
message,stopped before requested fixed-effect gradient tolerance; L-BFGS line search stalled; recovered with gradient restart. attempts=1
random_effects,20
log_r0,6.770071062
r0,871.37381336
log_m_fixed,-0.798507696218
m_fixed,0.45
log_fbar,-2.05993285537
fbar,0.127462528031
log_q_longline_fixed,-9.90348755254
q_longline_fixed,5e-05
log_q_purse_seine,-10.8736671454
q_purse_seine,1.89507481796e-05
logit_sel_a50_longline,-7.94134050952
sel_a50_longline,1.00320042522
log_sel_slope_longline,-6.98474152978
sel_slope_longline,0.000925902583936
init_log_number_dev_age_1,-6.04547022159
init_number_multiplier_age_1,0.00236856682582
init_log_number_dev_age_2,-5.10564716785
init_number_multiplier_age_2,0.00606241424577
init_log_number_dev_age_3,-3.43667045511
init_number_multiplier_age_3,0.0321716240669
init_log_number_dev_age_4,-1.35842258942
init_number_multiplier_age_4,0.25706595586
init_log_number_dev_age_5,1.00695115581
init_number_multiplier_age_5,2.73724285314
init_log_number_dev_age_6,2.97460727231
init_number_multiplier_age_6,19.5819313725
init_log_number_dev_age_7,1.11798534486
init_number_multiplier_age_7,3.05868579472
init_log_number_dev_age_8,-2.2626521626
init_number_multiplier_age_8,0.104074096977
init_log_number_dev_age_9,0.00203149068313
init_number_multiplier_age_9,1.00203355556
init_log_number_dev_age_10,-0.0281524724303
init_number_multiplier_age_10,0.972240115686
logit_sel_purse_seine_age_1,-0.0850384566259
sel_purse_seine_age_1,0.47875318823
logit_sel_purse_seine_age_2,-0.14729289809
sel_purse_seine_age_2,0.463243205289
logit_sel_purse_seine_age_3,-0.166948941513
sel_purse_seine_age_3,0.458359436695
logit_sel_purse_seine_age_4,-0.186443656414
sel_purse_seine_age_4,0.453523639278
logit_sel_purse_seine_age_5,-0.219974794659
sel_purse_seine_age_5,0.445226990601
logit_sel_purse_seine_age_6,-0.231903763145
sel_purse_seine_age_6,0.442282495178
logit_sel_purse_seine_age_7,-0.339084155438
sel_purse_seine_age_7,0.416031963798
logit_sel_purse_seine_age_8,-0.325218869985
sel_purse_seine_age_8,0.419404398446
logit_sel_purse_seine_age_9,-1.13593077013
sel_purse_seine_age_9,0.243068259682
logit_sel_purse_seine_age_10,1.95798484252
sel_purse_seine_age_10,0.876314700647
