year,rec_dev,recruitment_multiplier
2001,0.0687193437615,1.07113554609
2002,0.0825659777899,1.0860703276
2003,0.0925145474493,1.09692909896
2004,0.10018222874,1.10537233033
2005,0.105947652035,1.11176367642
2006,0.111390782253,1.11783165028
2007,0.11611770167,1.1231280584
2008,0.121263504969,1.12892234983
2009,0.128303054335,1.13689749221
2010,0.143743077226,1.15458743061
2011,0.17709470174,1.19374413742
2012,0.176334892751,1.19283746439
2013,0.119691909697,1.12714953424
2014,0.104937656378,1.11064136679
2015,0.1307722215,1.13970815073
2016,0.159537735356,1.17296852377
2017,0.151570907394,1.16366081104
2018,-0.0747740105841,0.927953170229
2019,-0.46357631006,0.629030011704
2020,0,1
