field,value
objective,1734.46310344
grad_norm,0.0463595662118
iterations,282
converged,no
message,stopped before requested fixed-effect gradient tolerance; L-BFGS line search stalled; recovered with gradient restart. attempts=2
random_effects,20
log_r0,6.74588762329
r0,850.55376304
log_m_fixed,-0.798507696218
m_fixed,0.45
log_m_young_offset,0
m_young,0.45
log_m_old_offset,0
m_old,0.45
log_fbar,-2.67008343242
fbar,0.0692464476698
log_q_longline_fixed,-9.90348755254
q_longline_fixed,5e-05
log_q_purse_seine,-10.7576995798
q_purse_seine,2.12809217346e-05
logit_sel_a50_longline,0
sel_a50_longline,5.5
log_sel_slope_longline,0
sel_slope_longline,1
init_log_number_dev_age_1,-8.95913281687
init_number_multiplier_age_1,1.03240735621
init_log_number_dev_age_2,-8.14512309483
init_number_multiplier_age_2,1.00429147894
init_log_number_dev_age_3,-7.29323025041
init_number_multiplier_age_3,0.940322237441
init_log_number_dev_age_4,-6.01530812886
init_number_multiplier_age_4,0.881922708352
init_log_number_dev_age_5,-3.63641483302
init_number_multiplier_age_5,0.842907722526
init_log_number_dev_age_6,-1.38486753173
init_number_multiplier_age_6,0.81723190834
init_log_number_dev_age_7,1.00169931531
init_number_multiplier_age_7,0.785570616244
init_log_number_dev_age_8,4.03519793233
init_number_multiplier_age_8,0.759736825547
init_log_number_dev_age_9,1.73590300394
init_number_multiplier_age_9,0.658630642635
init_log_number_dev_age_10,-2.18783818876
init_number_multiplier_age_10,0.694609956753
logit_sel_purse_seine_age_1,0.031893314181
sel_purse_seine_age_1,0.507972652752
logit_sel_purse_seine_age_2,0.00428229680955
sel_purse_seine_age_2,0.501070572566
logit_sel_purse_seine_age_3,-0.0615326566738
sel_purse_seine_age_3,0.484621687726
logit_sel_purse_seine_age_4,-0.125650859069
sel_purse_seine_age_4,0.46862854911
logit_sel_purse_seine_age_5,-0.170897790168
sel_purse_seine_age_5,0.457379234035
logit_sel_purse_seine_age_6,-0.201832370863
sel_purse_seine_age_6,0.44971250207
logit_sel_purse_seine_age_7,-0.24134492559
sel_purse_seine_age_7,0.439954941629
logit_sel_purse_seine_age_8,-0.274783187847
sel_purse_seine_age_8,0.431733208351
logit_sel_purse_seine_age_9,-0.417592383193
sel_purse_seine_age_9,0.397093014988
logit_sel_purse_seine_age_10,-0.364404804262
sel_purse_seine_age_10,0.409893706799
