Longline Selectivity Slope Geometry Scan
=======================================

parameter_index:       5
parameter_name:        logit_sel_longline_age_3
base_log_slope:        -6.86204878633627
base_slope:            0.00104676713201352
base_objective:        1738.51842831214

Interpretation
--------------
This scan holds all fixed effects at the Level 6 fit except longline
log-selectivity-slope. For each slope multiplier, random effects are
re-solved and the profiled Laplace objective is evaluated. Failed rows
mark local Huu/Laplace stability boundaries.

Rows
----
step_index,multiplier,log_sel_slope_longline,sel_slope_longline,objective,delta_objective,status,message
0,0.4,-7.77833951821042,0.000418706852805408,1739.48720264103,0.968774328892323,ok,ok
1,0.5,-7.55519596689621,0.00052338356600676,1739.09934661806,0.58091830591934,ok,ok
2,0.6,-7.37287441010226,0.000628060279208113,1738.84679620036,0.328367888221464,ok,ok
3,0.7,-7.218723730275,0.000732736992409465,1738.68419494911,0.165766636970829,ok,ok
4,0.75,-7.14973085878805,0.000785075349010141,1738.62798397106,0.109555658922091,ok,ok
5,0.8,-7.08519233765048,0.000837413705610817,1738.58531902226,0.0668907101210152,ok,ok
6,0.85,-7.02456771583404,0.000889752062211493,1738.5543902649,0.0359619527575887,ok,ok
7,0.9,-6.96740930199409,0.000942090418812169,1738.53371653107,0.0152882189324828,ok,ok
8,0.95,-6.91334208072382,0.000994428775412845,1738.52207130985,0.00364299771422338,ok,ok
9,0.975,-6.88736659432056,0.00102059795371318,1738.5193070432,0.000878731057355253,ok,ok
10,1,-6.86204878633627,0.00104676713201352,1738.51842831214,0,ok,ok
11,1.025,-6.8373561737459,0.00107293631031386,1738.51933144213,0.000903129991229434,ok,ok
12,1.05,-6.81325862216683,0.0010991054886142,1738.52192073754,0.00349242540664818,ok,ok
13,1.1,-6.76673860653194,0.00115144384521487,1738.53181032113,0.0133820089888559,ok,ok
14,1.15,-6.72228684396111,0.00120378220181555,1738.54746348419,0.0290351720541366,ok,ok
15,1.2,-6.67972722954231,0.00125612055841623,1738.56833272771,0.0499044155717456,ok,ok
16,1.3,-6.59968452186878,0.00136079727161758,1738.62387474267,0.105446430528673,ok,ok
17,1.4,-6.52557654971505,0.00146547398481893,1738.69528910328,0.176860791137187,ok,ok
18,1.6,-6.39204515709053,0.00167482741122163,1738.87642464285,0.357996330714741,ok,ok
19,1.8,-6.27426212143415,0.00188418083762434,1739.09744932103,0.579021008888731,ok,ok
20,2,-6.16890160577632,0.00209353426402704,1739.3488804083,0.830452096166937,ok,ok
