metric,value,note
n,20,number of fitted years
catch_rmse_log,0.452779783314,root mean squared log catch residual
index_rmse_log,0.236255213635,root mean squared log index residual
catch_mean_log_residual,0.0327563813466,mean log observed minus predicted catch
index_mean_log_residual,0.0181624954286,mean log observed minus predicted index
max_abs_catch_log_residual,1.12059120561,maximum absolute log catch residual
max_abs_index_log_residual,0.675735898355,maximum absolute log index residual
