field,value
objective,1747.83019103
grad_norm,0.0148519787968
iterations,170
converged,no
message,stopped before requested fixed-effect gradient tolerance; L-BFGS line search stalled; recovered with gradient restart. attempts=1
random_effects,20
log_r0,6.80573457944
r0,903.010859567
log_m_fixed,-0.798507696218
m_fixed,0.45
log_fbar,-2.77286078772
fbar,0.0624829982201
log_q_longline_fixed,-9.90348755254
q_longline_fixed,5e-05
log_q_purse_seine,-10.9078669506
q_purse_seine,1.83135936663e-05
logit_sel_a50_longline,-8.28483824298
sel_a50_longline,1.00227024858
log_sel_slope_longline,-7.39574342113
sel_slope_longline,0.000613860152061
init_log_number_dev_age_1,-6.50542962532
init_number_multiplier_age_1,0.00149529820272
init_log_number_dev_age_2,-5.50325790712
init_number_multiplier_age_2,0.00407347878157
init_log_number_dev_age_3,-3.59337786481
init_number_multiplier_age_3,0.027505264265
init_log_number_dev_age_4,-1.45222815629
init_number_multiplier_age_4,0.234048210681
init_log_number_dev_age_5,0.736972618925
init_number_multiplier_age_5,2.08959991396
init_log_number_dev_age_6,3.04402410524
init_number_multiplier_age_6,20.989537625
init_log_number_dev_age_7,1.03538859174
init_number_multiplier_age_7,2.81620037521
init_log_number_dev_age_8,-2.33833263927
init_number_multiplier_age_8,0.0964883851264
init_log_number_dev_age_9,0.00124666567753
init_number_multiplier_age_9,1.00124744309
init_log_number_dev_age_10,-0.0278492005569
init_number_multiplier_age_10,0.972535013482
logit_sel_purse_seine_age_1,-0.0833480726114
sel_purse_seine_age_1,0.479175036199
logit_sel_purse_seine_age_2,-0.144783615828
sel_purse_seine_age_2,0.463867192883
logit_sel_purse_seine_age_3,-0.166360209022
sel_purse_seine_age_3,0.458505602572
logit_sel_purse_seine_age_4,-0.187463923368
sel_purse_seine_age_4,0.453270788381
logit_sel_purse_seine_age_5,-0.223785083483
sel_purse_seine_age_5,0.444286047091
logit_sel_purse_seine_age_6,-0.259960680619
sel_purse_seine_age_6,0.435373373796
logit_sel_purse_seine_age_7,-0.345331762308
sel_purse_seine_age_7,0.41451491243
logit_sel_purse_seine_age_8,-0.301783281895
sel_purse_seine_age_8,0.425121603086
logit_sel_purse_seine_age_9,-1.13882637049
sel_purse_seine_age_9,0.242535905948
logit_sel_purse_seine_age_10,1.93372129322
sel_purse_seine_age_10,0.873660738951
