index,name,base_value,step,f_base,f_minus,f_plus,delta_minus,delta_plus,central_gradient,central_curvature,abs_sensitivity,status,message
13,init_log_number_dev_age_9,-0.783609446109432,0.0356721889221886,1791.22441068122,1791.22932525949,1791.22947883945,0.00491457826888109,0.00506815822564022,0.00215265675305395,7.84494835321633,0.00506815822564022,ok,"ok"
22,logit_sel_purse_seine_age_8,-3.73397912803937,0.0946795825607875,1791.22441068122,1791.23032992425,1791.22968994208,0.00591924303262203,0.00527926085646868,-0.00337972643543534,1.24924418401929,0.00591924303262203,ok,"ok"
23,logit_sel_purse_seine_age_9,-4.23338692160846,0.104667738432169,1791.22441068122,1791.23035709906,1791.22992846551,0.00594641783391126,0.00551778428985017,-0.00204759150470642,1.0464492079425,0.00594641783391126,ok,"ok"
12,init_log_number_dev_age_8,-0.336890332067094,0.0267378066413419,1791.22441068122,1791.23081659967,1791.23113630487,0.00640591845285599,0.0067256236486628,0.00597852322173076,18.3680974077923,0.0067256236486628,ok,"ok"
18,logit_sel_purse_seine_age_4,-0.273313237243778,0.0254662647448756,1791.22441068122,1791.2303279716,1791.23157234258,0.00591729037978439,0.00716166135703133,0.0244317529428289,20.1670529177843,0.00716166135703133,ok,"ok"
21,logit_sel_purse_seine_age_7,-3.35672742867919,0.0871345485735838,1791.22441068122,1791.23176478556,1791.23133055577,0.00735410434185724,0.00691987454410992,-0.00249172001723645,1.88002783329576,0.00735410434185724,ok,"ok"
16,logit_sel_purse_seine_age_2,1.60562159841125,0.052112431968225,1791.22441068122,1791.23229860131,1791.23219483016,0.00788792008347627,0.00778414894193702,-0.000995646697150196,5.77090139066798,0.00788792008347627,ok,"ok"
24,logit_sel_purse_seine_age_10,-5.31712378323622,0.126342475664724,1791.22441068122,1791.23270912811,1791.23243687972,0.00829844688655612,0.00802619849537223,-0.0010774222594243,1.02269231097664,0.00829844688655612,ok,"ok"
14,init_log_number_dev_age_10,-1.68357419078348,0.0536714838156696,1791.22441068122,1791.23322066562,1791.23280359527,0.00880998439356517,0.0083929140496366,-0.00388539979033341,5.97192605163177,0.00880998439356517,ok,"ok"
11,init_log_number_dev_age_7,-0.227719919582293,0.0245543983916459,1791.22441068122,1791.2333174772,1791.23326887898,0.00890679597614508,0.00885819775680829,-0.00098960313670964,29.4650011754235,0.00890679597614508,ok,"ok"
20,logit_sel_purse_seine_age_6,-3.12808470833092,0.0825616941666183,1791.22441068122,1791.2340623758,1791.23356659623,0.00965169457344928,0.00915591501279778,-0.00300247933170414,2.75915697227994,0.00965169457344928,ok,"ok"
10,init_log_number_dev_age_6,-0.216937944312923,0.0243387588862585,1791.22441068122,1791.23421561264,1791.23434324456,0.00980493141400984,0.00993256333822501,0.00262198916575048,33.3192464526374,0.00993256333822501,ok,"ok"
9,init_log_number_dev_age_5,-0.198642856135352,0.023972857122707,1791.22441068122,1791.23449243846,1791.23381977118,0.0100817572365486,0.00940908995812606,-0.014029768645836,33.9149454340828,0.0100817572365486,ok,"ok"
8,init_log_number_dev_age_4,-0.150169191891154,0.0230033838378231,1791.22441068122,1791.23487334108,1791.23392988048,0.0104626598592858,0.00951919925796574,-0.0205069960135351,37.7617784822082,0.0104626598592858,ok,"ok"
7,init_log_number_dev_age_3,-0.047628210520403,0.0209525642104081,1791.22441068122,1791.23676053197,1791.23656088053,0.0123498507480235,0.0121501993098718,-0.00476436764843629,55.8075055606482,0.0123498507480235,ok,"ok"
17,logit_sel_purse_seine_age_3,6.90810191580913,0.158162038316183,1791.22441068122,1791.23652651102,1791.23728888791,0.0121158297977217,0.0128782066865369,0.00241011337781044,0.999152760947539,0.0128782066865369,ok,"ok"
6,init_log_number_dev_age_2,0.022220092395898,0.020444401847918,1791.22441068122,1791.23846852157,1791.23832895034,0.0140578403488689,0.0139182691182214,-0.00341343394846681,66.9327241751192,0.0140578403488689,ok,"ok"
19,logit_sel_purse_seine_age_5,-2.35520292559577,0.0671040585119153,1791.22441068122,1791.23746977213,1791.23953070102,0.0130590909082002,0.0151200198013157,0.0153562164406907,6.25791569809645,0.0151200198013157,ok,"ok"
5,init_log_number_dev_age_1,0.0421457034866202,0.0208429140697324,1791.22441068122,1791.24012150113,1791.23928921525,0.0157108199061895,0.0148785340290942,-0.0199656793265751,70.4130940833851,0.0157108199061895,ok,"ok"
15,logit_sel_purse_seine_age_1,-1.19907721074882,0.0439815442149763,1791.22441068122,1791.27887018385,1791.27804803781,0.05445950262515,0.0536373565898884,-0.00934648896413222,55.8820241134373,0.05445950262515,ok,"ok"
4,log_sel_slope_longline,0.980810110220831,0.0396162022044166,1791.22441068122,1791.49772367157,1791.48975476051,0.273312990343129,0.265344079286479,-0.100576413351431,343.215335556086,0.273312990343129,ok,"ok"
3,logit_sel_a50_longline,0.386191200259645,0.0277238240051929,1791.22441068122,1791.9855202709,1791.99064550091,0.761109589680245,0.766234819692954,0.0924336774708447,1987.15028401369,0.766234819692954,ok,"ok"
1,log_fbar,-1.79797352522879,0.0559594705045758,1791.22441068122,1792.48129396075,1792.47813013218,1.25688327952753,1.25371945095912,-0.0282689287432161,801.734927192557,1.25688327952753,ok,"ok"
0,log_r0,6.42690926503956,0.148538185300791,1791.22441068122,1799.22781629037,1799.49940758127,8.00340560914742,8.27499690004583,0.914213709923946,737.794741031498,8.27499690004583,ok,"ok"
2,log_q_purse_seine,-10.5039921916756,0.230079843833512,1791.22441068122,1802.02616306455,1801.97951717911,10.8017523833262,10.7551064978836,-0.101368908865202,407.219279186004,10.8017523833262,ok,"ok"
