m,objective,grad_norm,converged,r0,fbar,q_purse_seine,rec_sd,rec_lag1,rec_prior_nll,rec_max_abs,age10_multiplier,fitted_plus_bio_share,equilibrium_plus_bio_share
0.18,1980.92922106,0.0218066416141,no,90.4173125972,0.271640600624,9.18543945588e-05,0.163892010372408,0.642626083142658,2.34632582699609,0.478843146629149,0.0553170702835209,0.063503999690175,0.446071929944327
0.25,1949.47444171,0.118813697346,no,151.571398758,0.231469304444,6.23375741312e-05,0.167073155732523,0.607795086444274,2.38048894369191,0.516191149349516,0.0820315682600552,0.0489342416877998,0.309820905957249
0.35,1923.9854596,0.021844701308,no,311.017730424,0.182443448603,3.63972636785e-05,0.169364881403836,0.546535536189926,2.39757844634332,0.561084504010147,0.127249510072029,0.0330730505324989,0.176073513520375
0.45,1915.53832433,0.0588295195018,no,625.313874317,0.138927719545,2.1538935342e-05,0.170856107645697,0.480974263424359,2.40078060847451,0.596403651745091,0.184014522568581,0.0217762240090163,0.0955106045184708
