field,value
objective,1916.29548225
grad_norm,0.00961895756252
iterations,224
converged,no
message,stopped before requested fixed-effect gradient tolerance; L-BFGS line search stalled; recovered with gradient restart. attempts=1
random_effects,20
log_r0,6.7838307964
r0,883.446553971
log_m_fixed,-1.71479842809
m_fixed,0.18
log_fbar,-2.12845009335
fbar,0.119021623374
log_q_longline_fixed,-9.90348755254
q_longline_fixed,5e-05
log_q_purse_seine,-11.0071178971
q_purse_seine,1.65832418912e-05
logit_sel_a50_longline,0.420045423552
sel_a50_longline,6.43144707344
log_sel_slope_longline,0.971953348406
sel_slope_longline,2.64310231987
init_log_number_dev_age_1,0.0509209511606
init_number_multiplier_age_1,1.05223971167
init_log_number_dev_age_2,0.153380661703
init_number_multiplier_age_2,1.16576865797
init_log_number_dev_age_3,0.0364641937909
init_number_multiplier_age_3,1.0371371674
init_log_number_dev_age_4,-0.124622025446
init_number_multiplier_age_4,0.882830527005
init_log_number_dev_age_5,-0.169959933452
init_number_multiplier_age_5,0.84369862001
init_log_number_dev_age_6,-0.189232518079
init_number_multiplier_age_6,0.827594053741
init_log_number_dev_age_7,-0.204870914705
init_number_multiplier_age_7,0.814752482188
init_log_number_dev_age_8,-0.287724827112
init_number_multiplier_age_8,0.749967934691
init_log_number_dev_age_9,-0.704595384257
init_number_multiplier_age_9,0.494308538816
init_log_number_dev_age_10,-1.52413197576
init_number_multiplier_age_10,0.217810039227
