Longline Selectivity Slope Geometry Scan
=======================================

parameter_index:       5
parameter_name:        init_log_number_dev_age_1
base_log_slope:        0.0145364922597784
base_slope:            1.01464266087938
base_objective:        1926.12847351387

Interpretation
--------------
This scan holds all fixed effects at the Level 6 fit except longline
log-selectivity-slope. For each slope multiplier, random effects are
re-solved and the profiled Laplace objective is evaluated. Failed rows
mark local Huu/Laplace stability boundaries.

Rows
----
step_index,multiplier,log_sel_slope_longline,sel_slope_longline,objective,delta_objective,status,message
0,0.4,-0.901754239614377,0.405857064351751,1946.32506646513,20.1965929512626,ok,ok
1,0.5,-0.678610688300167,0.507321330439689,1938.50783510651,12.3793615926445,ok,ok
2,0.6,-0.496289131506212,0.608785596527627,1933.26172004472,7.1332465308592,ok,ok
3,0.7,-0.342138451678954,0.710249862615564,1929.79386436268,3.66539084881629,ok,ok
4,0.75,-0.273145580192003,0.760981995659533,1928.57221725842,2.44374374455924,ok,ok
5,0.8,-0.208607059054431,0.811714128703502,1927.63415966575,1.5056861518849,ok,ok
6,0.85,-0.147982437237996,0.862446261747471,1926.94625411705,0.817780603184247,ok,ok
7,0.9,-0.0908240233980479,0.91317839479144,1926.48084091099,0.352367397127637,ok,ok
8,0.95,-0.0367568021277722,0.963910527835409,1926.21477210619,0.0862985923222368,ok,ok
9,0.975,-0.0107813157245115,0.989276594357393,1926.15025590823,0.021782394367392,ok,ok
10,1,0.0145364922597784,1.01464266087938,1926.12847351387,0,ok,ok
11,1.025,0.0392291048501498,1.04000872740136,1926.14742075898,0.0189472451099846,ok,ok
12,1.05,0.0633266564292105,1.06537479392335,1926.20523794996,0.0767644360958002,ok,ok
13,1.1,0.109846672064103,1.11610692696732,1926.43068469525,0.302211181388884,ok,ok
14,1.15,0.154298434634937,1.16683906001128,1926.79234047549,0.663866961624535,ok,ok
15,1.2,0.196858049053733,1.21757119305525,1927.27931066877,1.15083715490937,ok,ok
16,1.3,0.276900756727269,1.31903545914319,1928.59199571297,2.46352219910546,ok,ok
17,1.4,0.351008728880991,1.42049972523113,1930.30444654958,4.17597303571188,ok,ok
18,1.6,0.484540121505514,1.623428257407,1934.7332062167,8.60473270283319,ok,ok
19,1.8,0.602323157161897,1.82635678958288,1940.25764901311,14.1291754992449,ok,ok
20,2,0.707683672819724,2.02928532175876,1946.66345940216,20.5349858882923,ok,ok
