Longline Selectivity Slope Geometry Scan
=======================================

parameter_index:       5
parameter_name:        log_sel_slope_longline
base_log_slope:        1.05217989693935
base_slope:            2.86388729763403
base_objective:        2102.60268253485

Interpretation
--------------
This scan holds all fixed effects at the Level 6 fit except longline
log-selectivity-slope. For each slope multiplier, random effects are
re-solved and the profiled Laplace objective is evaluated. Failed rows
mark local Huu/Laplace stability boundaries.

Rows
----
step_index,multiplier,log_sel_slope_longline,sel_slope_longline,objective,delta_objective,status,message
0,0.4,0.135889165065192,1.14555491905361,2183.76017801049,81.1574954756447,ok,ok
1,0.5,0.359032716379402,1.43194364881702,2147.21793655118,44.6152540163293,ok,ok
2,0.6,0.541354273173356,1.71833237858042,2126.06489822742,23.4622156925752,ok,ok
3,0.7,0.695504953000615,2.00472110834382,2113.76401509598,11.1613325611329,ok,ok
4,0.75,0.764497824487566,2.14791547322552,2109.79287775472,7.19019521987775,ok,ok
5,0.8,0.829036345625138,2.29110983810722,2106.89247556904,4.28979303419828,ok,ok
6,0.85,0.889660967441572,2.43430420298893,2104.86199604213,2.25931350728888,ok,ok
7,0.9,0.946819381281521,2.57749856787063,2103.54666807675,0.943985541904112,ok,ok
8,0.95,1.0008866025518,2.72069293275233,2102.82551407427,0.222831539428171,ok,ok
9,0.975,1.02686208895506,2.79229011519318,2102.65700003871,0.0543175038669688,ok,ok
10,1,1.05217989693935,2.86388729763403,2102.60268253485,0,ok,ok
11,1.025,1.07687250952972,2.93548448007488,2102.65349005045,0.0508075156067207,ok,ok
12,1.05,1.10097006110878,3.00708166251573,2102.80124383915,0.198561304304349,ok,ok
13,1.1,1.14749007674367,3.15027602739743,2103.3587003462,0.756017811352194,ok,ok
14,1.15,1.19194183931451,3.29347039227913,2104.22370239224,1.62101985739173,ok,ok
15,1.2,1.2345014537333,3.43666475716084,2105.35362084311,2.75093830826381,ok,ok
16,1.3,1.31454416140684,3.72305348692424,2108.27085560489,5.66817307004885,ok,ok
17,1.4,1.38865213356056,4.00944221668764,2111.88503436717,9.28235183232664,ok,ok
18,1.6,1.52218352618508,4.58221967621445,2120.58575001707,17.9830674822206,ok,ok
19,1.8,1.63996656184147,5.15499713574125,2130.56743780305,27.9647552681995,ok,ok
20,2,1.74532707749929,5.72777459526806,2141.31020763025,38.7075250954026,ok,ok
