section,year,fleet,age,observed,predicted,residual,abs_residual
age_residual,2001,longline,1,2e-08,0.00101462235984151,-0.0010146023598415,0.0010146023598415
age_residual,2001,longline,2,2.12e-06,0.0014805158515231,-0.0014783958515231,0.0014783958515231
age_residual,2001,longline,3,0.00012188,0.00242174652008723,-0.00229986652008723,0.00229986652008723
age_residual,2001,longline,4,0.00306002,0.00623126422768269,-0.00317124422768269,0.00317124422768269
age_residual,2001,longline,5,0.03361977,0.0314152122603622,0.00220455773963776,0.00220455773963776
age_residual,2001,longline,6,0.16163849,0.157199871249293,0.00443861875070728,0.00443861875070728
age_residual,2001,longline,7,0.34007423,0.354650308523249,-0.0145760785232493,0.0145760785232493
age_residual,2001,longline,8,0.31309896,0.282532019740868,0.0305669402591324,0.0305669402591324
age_residual,2001,longline,9,0.12614454,0.131458380618269,-0.00531384061826878,0.00531384061826878
age_residual,2001,longline,10,0.02223997,0.0315960586488247,-0.00935608864882471,0.00935608864882471
age_residual,2001,purse_seine,1,0.19500212,0.185940072015198,0.00906204798480206,0.00906204798480206
age_residual,2001,purse_seine,2,0.42353396,0.41274364081749,0.0107903191825104,0.0107903191825104
age_residual,2001,purse_seine,3,0.30375569,0.320431377790411,-0.0166756877904107,0.0166756877904107
age_residual,2001,purse_seine,4,0.07193626,0.0682349909969838,0.00370126900301625,0.00370126900301625
age_residual,2001,purse_seine,5,0.00562547,0.00807208518514629,-0.00244661518514629,0.00244661518514629
age_residual,2001,purse_seine,6,0.00014526,0.00249793202575667,-0.00235267202575667,0.00235267202575667
age_residual,2001,purse_seine,7,1.24e-06,0.00124050431166099,-0.00123926431166099,0.00123926431166099
age_residual,2001,purse_seine,8,0,0.000532146336907429,-0.000532146336907429,0.000532146336907429
age_residual,2001,purse_seine,9,0,0.000193689757675126,-0.000193689757675126,0.000193689757675126
age_residual,2001,purse_seine,10,0,0.000113560762771408,-0.000113560762771408,0.000113560762771408
age_residual,2002,longline,1,1.99999998e-08,0.00103103807612042,-0.00103101807612062,0.00103101807612062
age_residual,2002,longline,2,2.0499999795e-06,0.00148083469114548,-0.00147878469116598,0.00147878469116598
age_residual,2002,longline,3,0.0001184299988157,0.002420591321835,-0.0023021613230193,0.0023021613230193
age_residual,2002,longline,4,0.0029929299700707,0.00608531034871483,-0.00309238037864412,0.00309238037864412
age_residual,2002,longline,5,0.0330979796690202,0.0316024003324072,0.00149557933661303,0.00149557933661303
age_residual,2002,longline,6,0.160171418398286,0.159354934358917,0.00081648403936857,0.00081648403936857
age_residual,2002,longline,7,0.339193546608065,0.357714779984851,-0.0185212333767866,0.0185212333767866
age_residual,2002,longline,8,0.314332336856677,0.268155612030809,0.0461767248258672,0.0461767248258672
age_residual,2002,longline,9,0.127470438725296,0.140939715450381,-0.0134692767250856,0.0134692767250856
age_residual,2002,longline,10,0.0226208497737915,0.0312147834048179,-0.00859393363102636,0.00859393363102636
age_residual,2002,purse_seine,1,0.194280648057194,0.18867960782918,0.00560104022801394,0.00560104022801394
age_residual,2002,purse_seine,2,0.423199145768009,0.412245196607486,0.0109539491605228,0.0109539491605228
age_residual,2002,purse_seine,3,0.304401876955981,0.319822872580166,-0.0154209956241848,0.0154209956241848
age_residual,2002,purse_seine,4,0.0722998092770019,0.0665419307873275,0.00575787848967441,0.00575787848967441
age_residual,2002,purse_seine,5,0.0056704099432959,0.0081086303619161,-0.0024382204186202,0.0024382204186202
age_residual,2002,purse_seine,6,0.0001468499985315,0.00252857384151573,-0.00238172384298423,0.00238172384298423
age_residual,2002,purse_seine,7,1.2599999874e-06,0.00124944319389235,-0.00124818319390495,0.00124818319390495
age_residual,2002,purse_seine,8,0,0.000504349957077797,-0.000504349957077797,0.000504349957077797
age_residual,2002,purse_seine,9,0,0.000207364048370303,-0.000207364048370303,0.000207364048370303
age_residual,2002,purse_seine,10,0,0.000112030793068729,-0.000112030793068729,0.000112030793068729
age_residual,2003,longline,1,1e-08,0.00102164663598216,-0.00102163663598216,0.00102163663598216
age_residual,2003,longline,2,1.98e-06,0.00150349652421329,-0.00150151652421329,0.00150151652421329
age_residual,2003,longline,3,0.00011508,0.0024190261524829,-0.0023039461524829,0.0023039461524829
