field,value
objective,1735.89052323
grad_norm,0.0636871355307
iterations,158
converged,no
message,stopped before requested fixed-effect gradient tolerance; L-BFGS line search stalled; recovered with gradient restart. attempts=1
random_effects,20
log_r0,6.76258938095
r0,864.878799518
log_m_fixed,-0.798507696218
m_fixed,0.45
log_fbar,-2.67072323202
fbar,0.06920215799
log_q_longline_fixed,-9.90348755254
q_longline_fixed,5e-05
log_q_purse_seine,-10.7582849615
q_purse_seine,2.12684679183e-05
logit_sel_a50_longline,-8.96607522094
sel_a50_longline,1.00114886785
log_sel_slope_longline,-8.17041706968
sel_slope_longline,0.000282900002824
init_log_number_dev_age_1,-7.30075782229
init_number_multiplier_age_1,0.000675027030786
init_log_number_dev_age_2,-5.96650854179
init_number_multiplier_age_2,0.00256317503277
init_log_number_dev_age_3,-3.64325665147
init_number_multiplier_age_3,0.0261669882934
init_log_number_dev_age_4,-1.38467244615
init_number_multiplier_age_4,0.250405807747
init_log_number_dev_age_5,1.02985988336
init_number_multiplier_age_5,2.80067338627
init_log_number_dev_age_6,3.49748841824
init_number_multiplier_age_6,33.0323841529
init_log_number_dev_age_7,1.72875963684
init_number_multiplier_age_7,5.63366178638
init_log_number_dev_age_8,-2.17273092497
init_number_multiplier_age_8,0.113866231784
init_log_number_dev_age_9,0.0170077661113
init_number_multiplier_age_9,1.01715322162
init_log_number_dev_age_10,-0.0108835302137
init_number_multiplier_age_10,0.989175481123
logit_sel_purse_seine_age_1,-0.0768275152308
sel_purse_seine_age_1,0.48080256295
logit_sel_purse_seine_age_2,-0.140260844598
sel_purse_seine_age_2,0.464992162778
logit_sel_purse_seine_age_3,-0.185121894339
sel_purse_seine_age_3,0.453851244799
logit_sel_purse_seine_age_4,-0.217120605314
sel_purse_seine_age_4,0.445932084884
logit_sel_purse_seine_age_5,-0.256740285208
sel_purse_seine_age_5,0.436165186453
logit_sel_purse_seine_age_6,-0.284627125118
sel_purse_seine_age_6,0.429319741647
logit_sel_purse_seine_age_7,-0.431610098925
sel_purse_seine_age_7,0.393741920424
logit_sel_purse_seine_age_8,-0.379409756942
sel_purse_seine_age_8,0.406269264399
logit_sel_purse_seine_age_9,-1.28570063638
sel_purse_seine_age_9,0.216581411695
logit_sel_purse_seine_age_10,1.2538017522
sel_purse_seine_age_10,0.777957268832
