Longline Selectivity Slope Geometry Scan
=======================================

parameter_index:       5
parameter_name:        logit_sel_longline_age_3
base_log_slope:        -7.26719642010211
base_slope:            0.000698066337651809
base_objective:        1743.46890347457

Interpretation
--------------
This scan holds all fixed effects at the Level 6 fit except longline
log-selectivity-slope. For each slope multiplier, random effects are
re-solved and the profiled Laplace objective is evaluated. Failed rows
mark local Huu/Laplace stability boundaries.

Rows
----
step_index,multiplier,log_sel_slope_longline,sel_slope_longline,objective,delta_objective,status,message
0,0.4,-8.18348715197626,0.000279226535060724,1746.55527127305,3.08636779847234,ok,ok
1,0.5,-7.96034360066205,0.000349033168825904,1745.25185259169,1.78294911711578,ok,ok
2,0.6,-7.7780220438681,0.000418839802591085,1744.44555420155,0.976650726970774,ok,ok
3,0.7,-7.62387136404084,0.000488646436356266,1743.94886307552,0.479959600942948,ok,ok
4,0.75,-7.55487849255389,0.000523549753238857,1743.78236575806,0.313462283482522,ok,ok
5,0.8,-7.49033997141632,0.000558453070121447,1743.65825158782,0.189348113241977,ok,ok
6,0.85,-7.42971534959988,0.000593356387004037,1743.56977301328,0.100869538708594,ok,ok
7,0.9,-7.37255693575993,0.000628259703886628,1743.51151889377,0.0426154191984551,ok,ok
8,0.95,-7.31848971448966,0.000663163020769218,1743.47909696156,0.0101934869833258,ok,ok
9,0.975,-7.2925142280864,0.000680614679210514,1743.47142106949,0.00251759491652592,ok,ok
10,1,-7.26719642010211,0.000698066337651809,1743.46890347457,0,ok,ok
11,1.025,-7.24250380751174,0.000715517996093104,1743.47118905861,0.00228558403387069,ok,ok
12,1.05,-7.21840625593268,0.000732969654534399,1743.4779531514,0.00904967683004543,ok,ok
13,1.1,-7.17188624029778,0.00076787297141699,1743.50375162458,0.034848150001153,ok,ok
14,1.15,-7.12743447772695,0.00080277628829958,1743.54419842305,0.0752949484740384,ok,ok
15,1.2,-7.08487486330815,0.00083767960518217,1743.59751223029,0.128608755719597,ok,ok
16,1.3,-7.00483215563462,0.000907486238947351,1743.73687424543,0.267970770855072,ok,ok
17,1.4,-6.9307241834809,0.000977292872712532,1743.91204296357,0.443139488993666,ok,ok
18,1.6,-6.79719279085637,0.00111690614024289,1744.34208364853,0.87318017395296,ok,ok
19,1.8,-6.67940975519999,0.00125651940777326,1744.84679376651,1.37789029193755,ok,ok
20,2,-6.57404923954216,0.00139613267530362,1745.40099655514,1.93209308056134,ok,ok
