field,value
objective,1743.46890347
grad_norm,0.0485260886632
iterations,163
converged,no
message,stopped before requested fixed-effect gradient tolerance; L-BFGS line search stalled; recovered with gradient restart. attempts=1
random_effects,20
log_r0,6.78100785771
r0,880.956155279
log_m_fixed,-0.798507696218
m_fixed,0.45
log_fbar,-2.67825738047
fbar,0.0686827378101
log_q_longline_fixed,-9.90348755254
q_longline_fixed,5e-05
log_q_purse_seine,-10.7696958589
q_purse_seine,2.10271550299e-05
logit_sel_a50_longline,-9.13097786367
sel_a50_longline,1.00097423156
log_sel_slope_longline,-8.27502851455
sel_slope_longline,0.000254800794904
init_log_number_dev_age_1,-7.2671964201
init_number_multiplier_age_1,0.000698066337652
init_log_number_dev_age_2,-5.8118987428
init_number_multiplier_age_2,0.00299174412335
init_log_number_dev_age_3,-3.67884881231
init_number_multiplier_age_3,0.0252520279329
init_log_number_dev_age_4,-1.38773412743
init_number_multiplier_age_4,0.249640317415
init_log_number_dev_age_5,1.01469013548
init_number_multiplier_age_5,2.75850850101
init_log_number_dev_age_6,2.57179927996
init_number_multiplier_age_6,13.0893546794
init_log_number_dev_age_7,1.29998472596
init_number_multiplier_age_7,3.66924062306
init_log_number_dev_age_8,-2.03789695787
init_number_multiplier_age_8,0.130302454482
init_log_number_dev_age_9,0.0187182323765
init_number_multiplier_age_9,1.01889451668
init_log_number_dev_age_10,-0.00921051083271
init_number_multiplier_age_10,0.990831775995
logit_sel_purse_seine_age_1,-0.0745011438106
sel_purse_seine_age_1,0.481383324116
logit_sel_purse_seine_age_2,-0.132419110532
sel_purse_seine_age_2,0.466943511557
logit_sel_purse_seine_age_3,-0.17580485102
sel_purse_seine_age_3,0.456161639738
logit_sel_purse_seine_age_4,-0.208776416861
sel_purse_seine_age_4,0.447994657671
logit_sel_purse_seine_age_5,-0.246420043547
sel_purse_seine_age_5,0.438704843648
logit_sel_purse_seine_age_6,-0.259472235717
sel_purse_seine_age_6,0.43549344877
logit_sel_purse_seine_age_7,-0.407182339757
sel_purse_seine_age_7,0.399587935267
logit_sel_purse_seine_age_8,-0.478554157881
sel_purse_seine_age_8,0.382593597867
logit_sel_purse_seine_age_9,-1.29679693541
sel_purse_seine_age_9,0.214704581018
logit_sel_purse_seine_age_10,1.20052379234
sel_purse_seine_age_10,0.768617950139
