section,year,fleet,age,observed,predicted,residual,abs_residual
age_residual,2003,purse_seine,5,0.00571567,0.00998539984088483,-0.00426972984088483,0.00426972984088483
age_residual,2003,purse_seine,6,0.00014846,0.00307352729198883,-0.00292506729198883,0.00292506729198883
age_residual,2003,purse_seine,7,1.27e-06,0.00152006718187492,-0.00151879718187492,0.00151879718187492
age_residual,2003,purse_seine,8,0,0.000557641438223189,-0.000557641438223189,0.000557641438223189
age_residual,2003,purse_seine,9,0,0.000199625554259968,-0.000199625554259968,0.000199625554259968
age_residual,2003,purse_seine,10,0,0.000121295957325244,-0.000121295957325244,0.000121295957325244
age_residual,2004,longline,1,1e-08,0.000976295533891076,-0.000976285533891076,0.000976285533891076
age_residual,2004,longline,2,1.91e-06,0.00133508707076779,-0.00133317707076779,0.00133317707076779
age_residual,2004,longline,3,0.00011181,0.00183203615930237,-0.00172022615930237,0.00172022615930237
age_residual,2004,longline,4,0.00286271,0.00430309553162768,-0.00144038553162768,0.00144038553162768
age_residual,2004,longline,5,0.03207369,0.030202410160996,0.00187127983900397,0.00187127983900397
age_residual,2004,longline,6,0.15725327,0.148642166814443,0.0086111031855568,0.0086111031855568
age_residual,2004,longline,7,0.33738781,0.332068937901792,0.00531887209820842,0.00531887209820842
age_residual,2004,longline,8,0.31676562,0.31690794115328,-0.000142321153280056,0.000142321153280056
age_residual,2004,longline,9,0.13014445,0.137637481919313,-0.00749303191931305,0.00749303191931305
age_residual,2004,longline,10,0.02339872,0.0260945477545869,-0.00269582775458687,0.00269582775458687
age_residual,2004,purse_seine,1,0.19284192,0.188988048049629,0.00385387195037062,0.00385387195037062
age_residual,2004,purse_seine,2,0.42252208,0.424912325155154,-0.00239024515515374,0.00239024515515374
age_residual,2004,purse_seine,3,0.3056924,0.29078255523263,0.0149098447673696,0.0149098447673696
age_residual,2004,purse_seine,4,0.07303098,0.0799573971026874,-0.00692641710268736,0.00692641710268736
age_residual,2004,purse_seine,5,0.00576125,0.009916627060485,-0.004155377060485,0.004155377060485
age_residual,2004,purse_seine,6,0.00015008,0.00305869105315285,-0.00290861105315285,0.00290861105315285
age_residual,2004,purse_seine,7,1.29e-06,0.00149950456808365,-0.00149821456808365,0.00149821456808365
age_residual,2004,purse_seine,8,0,0.000563125679519518,-0.000563125679519518,0.000563125679519518
age_residual,2004,purse_seine,9,0,0.000203106667032299,-0.000203106667032299,0.000203106667032299
age_residual,2004,purse_seine,10,0,0.000118619431625899,-0.000118619431625899,0.000118619431625899
age_residual,2005,longline,1,1.00000001e-08,0.000977336052688787,-0.000977326052688687,0.000977326052688687
age_residual,2005,longline,2,1.8400000184e-06,0.00133930121816073,-0.00133746121814233,0.00133746121814233
age_residual,2005,longline,3,0.0001086300010863,0.0018431759393606,-0.0017345459382743,0.0017345459382743
age_residual,2005,longline,4,0.0027995200279952,0.00432629847301708,-0.00152677844502188,0.00152677844502188
age_residual,2005,longline,5,0.031571100315711,0.0305441549492058,0.00102694536650524,0.00102694536650524
age_residual,2005,longline,6,0.155802371558024,0.148450580300695,0.00735179125732838,0.00735179125732838
age_residual,2005,longline,7,0.33646304336463,0.332328925228273,0.00413411813635789,0.00413411813635789
age_residual,2005,longline,8,0.317965213179652,0.314383310936135,0.00358190224351707,0.00358190224351707
age_residual,2005,longline,9,0.131492441314924,0.139774633891409,-0.00828219257648427,0.00828219257648427
age_residual,2005,longline,10,0.0237958302379583,0.0260322830110554,-0.00223645277309708,0.00223645277309708
age_residual,2005,purse_seine,1,0.192124681921247,0.188463934503961,0.00366074741728556,0.00366074741728556
age_residual,2005,purse_seine,2,0.422179814221798,0.424618878861315,-0.00243906463951687,0.00243906463951687
age_residual,2005,purse_seine,3,0.306336703063367,0.291428752297611,0.0149079507657564,0.0149079507657564
age_residual,2005,purse_seine,4,0.0733986207339862,0.0800802527749936,-0.00668163204100738,0.00668163204100738
age_residual,2005,purse_seine,5,0.0058071600580716,0.0099903750142325,-0.0041832149561609,0.0041832149561609
age_residual,2005,purse_seine,6,0.0001517100015171,0.00304303383906474,-0.00289132383754764,0.00289132383754764
age_residual,2005,purse_seine,7,1.3100000131e-06,0.00149492353811695,-0.00149361353810385,0.00149361353810385
age_residual,2005,purse_seine,8,0,0.000556497209370256,-0.000556497209370256,0.000556497209370256
age_residual,2005,purse_seine,9,0,0.000205469385129292,-0.000205469385129292,0.000205469385129292
age_residual,2005,purse_seine,10,0,0.000117882576205976,-0.000117882576205976,0.000117882576205976
age_residual,2006,longline,1,1.00000001e-08,0.000977024128559648,-0.000977014128559548,0.000977014128559548
age_residual,2006,longline,2,1.7800000178e-06,0.00133980270009367,-0.00133802270007587,0.00133802270007587
age_residual,2006,longline,3,0.0001055400010554,0.00184771691276366,-0.00174217691170826,0.00174217691170826
age_residual,2006,longline,4,0.002737600027376,0.00434959877275208,-0.00161199874537608,0.00161199874537608
age_residual,2006,longline,5,0.0310748103107481,0.0306876457746897,0.000387164536058398,0.000387164536058398
age_residual,2006,longline,6,0.154357061543571,0.150026639160572,0.00433042238299872,0.00433042238299872
age_residual,2006,longline,7,0.335523843355238,0.331671368631756,0.00385247472348249,0.00385247472348249
age_residual,2006,longline,8,0.319153213191532,0.314412165045472,0.00474104814605963,0.00474104814605963
age_residual,2006,longline,9,0.132847681328477,0.138565365815575,-0.00571768448709867,0.00571768448709867
age_residual,2006,longline,10,0.0241984602419846,0.0261226730577654,-0.00192421281578083,0.00192421281578083
age_residual,2006,purse_seine,1,0.191408848085912,0.188154840488218,0.00325400759769323,0.00325400759769323
age_residual,2006,purse_seine,2,0.421835055781649,0.424216597777911,-0.00238154199626145,0.00238154199626145
age_residual,2006,purse_seine,3,0.306980366930196,0.291760712528106,0.0152196544020907,0.0152196544020907
age_residual,2006,purse_seine,4,0.0737676292623237,0.080405161198701,-0.00663753193637731,0.00663753193637731
age_residual,2006,purse_seine,5,0.005853399941466,0.0100240453227903,-0.00417064538132435,0.00417064538132435
age_residual,2006,purse_seine,6,0.0001533699984663,0.0030712773372263,-0.00291790733876,0.00291790733876
age_residual,2006,purse_seine,7,1.3299999867e-06,0.00148999424977942,-0.00148866424979272,0.00148866424979272
age_residual,2006,purse_seine,8,0,0.00055581289849542,-0.00055581289849542,0.00055581289849542
age_residual,2006,purse_seine,9,0,0.000203422610378666,-0.000203422610378666,0.000203422610378666
age_residual,2006,purse_seine,10,0,0.000118135588394509,-0.000118135588394509,0.000118135588394509
age_residual,2007,longline,1,1.00000001e-08,0.000972479862252083,-0.000972469862251983,0.000972469862251983
age_residual,2007,longline,2,1.7200000172e-06,0.00133435045550414,-0.00133263045548694,0.00133263045548694
age_residual,2007,longline,3,0.0001025300010253,0.00184147449833166,-0.00173894449730636,0.00173894449730636
age_residual,2007,longline,4,0.002676900026769,0.00434395711378049,-0.00166705708701149,0.00166705708701149
age_residual,2007,longline,5,0.0305847903058479,0.0307371772582904,-0.000152386952442473,0.000152386952442473
age_residual,2007,longline,6,0.152917431529174,0.150165971029325,0.00275146049984934,0.00275146049984934
age_residual,2007,longline,7,0.334570373345704,0.333935164193363,0.000635209152340444,0.000635209152340444
age_residual,2007,longline,8,0.320329473203295,0.312612882542777,0.00771659066051805,0.00771659066051805
age_residual,2007,longline,9,0.134210121342101,0.138058210684697,-0.00384808934259537,0.00384808934259537
age_residual,2007,longline,10,0.0246066502460665,0.0259983323616797,-0.00139168211561318,0.00139168211561318
age_residual,2007,purse_seine,1,0.19069444,0.187968939199253,0.00272550080074704,0.00272550080074704
age_residual,2007,purse_seine,2,0.42148783,0.424045133466236,-0.00255730346623551,0.00255730346623551
age_residual,2007,purse_seine,3,0.30762337,0.291845131601465,0.0157782383985354,0.0157782383985354
age_residual,2007,purse_seine,4,0.074138,0.0805963966902489,-0.00645839669024893,0.00645839669024893
age_residual,2007,purse_seine,5,0.00589997,0.0100771749418592,-0.00417720494185915,0.00417720494185915
age_residual,2007,purse_seine,6,0.00015504,0.00308544316307876,-0.00293040316307876,0.00293040316307876
age_residual,2007,purse_seine,7,1.35e-06,0.0015056850230403,-0.0015043350230403,0.0015043350230403
age_residual,2007,purse_seine,8,0,0.000554665965416903,-0.000554665965416903,0.000554665965416903
age_residual,2007,purse_seine,9,0,0.000203423975769328,-0.000203423975769328,0.000203423975769328
age_residual,2007,purse_seine,10,0,0.000118005973633947,-0.000118005973633947,0.000118005973633947
age_residual,2008,longline,1,9.9999998e-09,0.000965472449549871,-0.000965462449550071,0.000965462449550071
age_residual,2008,longline,2,1.6599999668e-06,0.00132587789268765,-0.00132421789272085,0.00132421789272085
age_residual,2008,longline,3,9.9599998008e-05,0.00183085125416114,-0.00173125125615314,0.00173125125615314
age_residual,2008,longline,4,0.0026174299476514,0.00432189386273283,-0.00170446391508142,0.00170446391508142
age_residual,2008,longline,5,0.0301009693979806,0.0306449280920829,-0.000543958694102321,0.000543958694102321
age_residual,2008,longline,6,0.151483586970328,0.150151692313099,0.00133189465722952,0.00133189465722952
age_residual,2008,longline,7,0.333602763327945,0.333674943384344,-7.21800563991959e-05,7.21800563991959e-05
age_residual,2008,longline,8,0.321493833570123,0.314209517130705,0.00728431643941796,0.00728431643941796
age_residual,2008,longline,9,0.135579677288406,0.137033914418828,-0.00145423713042203,0.00145423713042203
age_residual,2008,longline,10,0.0250204694995906,0.0258409092018089,-0.000820439702218328,0.000820439702218328
age_residual,2008,purse_seine,1,0.189981461899815,0.187773243627056,0.00220821827275905,0.00220821827275905
age_residual,2008,purse_seine,2,0.421138134211381,0.423968952371948,-0.00283081816056674,0.00283081816056674
age_residual,2008,purse_seine,3,0.308265693082657,0.291963227187958,0.0163024658946994,0.0163024658946994
age_residual,2008,purse_seine,4,0.0745097507450975,0.0806849517192812,-0.00617520097418366,0.00617520097418366
age_residual,2008,purse_seine,5,0.0059468700594687,0.0101093160090524,-0.00416244594958366,0.00416244594958366
age_residual,2008,purse_seine,6,0.0001567300015673,0.00310430656052637,-0.00294757655895907,0.00294757655895907
age_residual,2008,purse_seine,7,1.3600000136e-06,0.00151385375234893,-0.00151249375233533,0.00151249375233533
age_residual,2008,purse_seine,8,0,0.000560960565065157,-0.000560960565065157,0.000560960565065157
age_residual,2008,purse_seine,9,0,0.000203168470307728,-0.000203168470307728,0.000203168470307728
age_residual,2008,purse_seine,10,0,0.000118019736457111,-0.000118019736457111,0.000118019736457111
age_residual,2009,longline,1,1e-08,0.000958032394525818,-0.000958022394525818,0.000958022394525818
age_residual,2009,longline,2,1.6e-06,0.00131685908460176,-0.00131525908460176,0.00131525908460176
age_residual,2009,longline,3,9.675e-05,0.0018199656420898,-0.0017232156420898,0.0017232156420898
age_residual,2009,longline,4,0.00255914,0.00429870810769533,-0.00173956810769533,0.00173956810769533
age_residual,2009,longline,5,0.02962331,0.0305016744304481,-0.000878364430448093,0.000878364430448093
age_residual,2009,longline,6,0.15005561,0.149761907368833,0.00029370263116657,0.00029370263116657
age_residual,2009,longline,7,0.33262117,0.333778842571654,-0.00115767257165406,0.00115767257165406
age_residual,2009,longline,8,0.32264615,0.314092295325141,0.00855385467485897,0.00855385467485897
age_residual,2009,longline,9,0.1369563,0.137789788732341,-0.000833488732341348,0.000833488732341348
age_residual,2009,longline,10,0.02543996,0.0256819263426694,-0.0002419663426694,0.0002419663426694
age_residual,2009,purse_seine,1,0.1892699,0.18755553892878,0.00171436107122017,0.00171436107122017
age_residual,2009,purse_seine,2,0.42078597,0.423863193311013,-0.00307722331101323,0.00307722331101323
age_residual,2009,purse_seine,3,0.30890734,0.292142108767038,0.0167652312329615,0.0167652312329615
age_residual,2009,purse_seine,4,0.07488287,0.0807815681713209,-0.00589869817132087,0.00589869817132087
age_residual,2009,purse_seine,5,0.0059941,0.0101284438300345,-0.00413434383003455,0.00413434383003455
age_residual,2009,purse_seine,6,0.00015844,0.00311667567123435,-0.00295823567123435,0.00295823567123435
age_residual,2009,purse_seine,7,1.38e-06,0.00152431599737202,-0.00152293599737202,0.00152293599737202
age_residual,2009,purse_seine,8,0,0.000564450883067093,-0.000564450883067093,0.000564450883067093
age_residual,2009,purse_seine,9,0,0.000205636952104366,-0.000205636952104366,0.000205636952104366
age_residual,2009,purse_seine,10,0,0.000118067488035293,-0.000118067488035293,0.000118067488035293
age_residual,2010,longline,1,1.00000001e-08,0.000952317825115957,-0.000952307825115857,0.000952307825115857
age_residual,2010,longline,2,1.5400000154e-06,0.00130905089147093,-0.00130751089145553,0.00130751089145553
age_residual,2010,longline,3,9.39700009397e-05,0.0018108224984448,-0.0017168524975051,0.0017168524975051
age_residual,2010,longline,4,0.0025020200250202,0.00428080062691318,-0.00177878060189297,0.00177878060189297
age_residual,2010,longline,5,0.0291517502915175,0.0303923623255441,-0.00124061203402662,0.00124061203402662
age_residual,2010,longline,6,0.148633601486336,0.149328724234962,-0.000695122748625737,0.000695122748625737
age_residual,2010,longline,7,0.331625743316257,0.333508458632309,-0.00188271531605172,0.00188271531605172
age_residual,2010,longline,8,0.323786253237863,0.314752660554087,0.00903359268377557,0.00903359268377557
age_residual,2010,longline,9,0.138339921383399,0.137985006976942,0.000354914406456935,0.000354914406456935
age_residual,2010,longline,10,0.0258651902586519,0.0256797954342107,0.000185394824441226,0.000185394824441226
age_residual,2010,purse_seine,1,0.18855977,0.187464331024954,0.00109543897504566,0.00109543897504566
age_residual,2010,purse_seine,2,0.42043134,0.423672197525698,-0.0032408575256978,0.0032408575256978
age_residual,2010,purse_seine,3,0.30954829,0.292276491415246,0.0172717985847541,0.0172717985847541
age_residual,2010,purse_seine,4,0.07525737,0.0808884210041901,-0.00563105100419012,0.00563105100419012
age_residual,2010,purse_seine,5,0.00604167,0.0101477680969197,-0.00410609809691965,0.00410609809691965
age_residual,2010,purse_seine,6,0.00016016,0.00312478856130074,-0.00296462856130074,0.00296462856130074
age_residual,2010,purse_seine,7,1.4e-06,0.00153147562665112,-0.00153007562665112,0.00153007562665112
age_residual,2010,purse_seine,8,0,0.000568755116274976,-0.000568755116274976,0.000568755116274976
age_residual,2010,purse_seine,9,0,0.000207063264618328,-0.000207063264618328,0.000207063264618328
age_residual,2010,purse_seine,10,0,0.000118708364146965,-0.000118708364146965,0.000118708364146965
age_residual,2011,longline,1,1e-08,0.000948748676761397,-0.000948738676761397,0.000948738676761397
age_residual,2011,longline,2,1.49e-06,0.00130335965230222,-0.00130186965230222,0.00130186965230222
age_residual,2011,longline,3,9.127e-05,0.00180301413370502,-0.00171174413370502,0.00171174413370502
age_residual,2011,longline,4,0.00244606,0.00426622461136598,-0.00182016461136598,0.00182016461136598
age_residual,2011,longline,5,0.02868626,0.0303149967432457,-0.00162873674324567,0.00162873674324567
age_residual,2011,longline,6,0.14721763,0.149035646028699,-0.00181801602869885,0.00181801602869885
age_residual,2011,longline,7,0.33061661,0.333084841152844,-0.00246823115284411,0.00246823115284411
age_residual,2011,longline,8,0.324914,0.315009376781369,0.00990462321863123,0.00990462321863123
age_residual,2011,longline,9,0.13973048,0.138500087950615,0.00123039204938546,0.00123039204938546
age_residual,2011,longline,10,0.02629619,0.0257337042690934,0.00056248573090659,0.00056248573090659
age_residual,2011,purse_seine,1,0.18785107,0.187533010590417,0.000318059409583099,0.000318059409583099
age_residual,2011,purse_seine,2,0.42007426,0.423572266320845,-0.00349800632084502,0.00349800632084502
age_residual,2011,purse_seine,3,0.31018854,0.292217986647002,0.0179705533529982,0.0179705533529982
age_residual,2011,purse_seine,4,0.07563324,0.0809459049046577,-0.00531266490465772,0.00531266490465772
age_residual,2011,purse_seine,5,0.00608957,0.0101637368276915,-0.00407416682769146,0.00407416682769146
age_residual,2011,purse_seine,6,0.0001619,0.00313153482184138,-0.00296963482184138,0.00296963482184138
age_residual,2011,purse_seine,7,1.42e-06,0.00153584685903191,-0.00153442685903191,0.00153442685903191
age_residual,2011,purse_seine,8,0,0.000571569699470976,-0.000571569699470976,0.000571569699470976
age_residual,2011,purse_seine,9,0,0.000208694505787315,-0.000208694505787315,0.000208694505787315
age_residual,2011,purse_seine,10,0,0.000119448823255338,-0.000119448823255338,0.000119448823255338
age_residual,2012,longline,1,1e-08,0.000947500917430515,-0.000947490917430515,0.000947490917430515
age_residual,2012,longline,2,1.44e-06,0.00130027910086703,-0.00129883910086703,0.00129883910086703
age_residual,2012,longline,3,8.865e-05,0.00179766975971891,-0.00170901975971891,0.00170901975971891
age_residual,2012,longline,4,0.00239123,0.004253730841692,-0.001862500841692,0.001862500841692
age_residual,2012,longline,5,0.02822678,0.0302537546821214,-0.00202697468212145,0.00202697468212145
age_residual,2012,longline,6,0.14580781,0.148862826985378,-0.00305501698537791,0.00305501698537791
age_residual,2012,longline,7,0.32959393,0.332893034315635,-0.00329910431563529,0.00329910431563529
age_residual,2012,longline,8,0.32602924,0.315046410895167,0.0109828291048333,0.0109828291048333
age_residual,2012,longline,9,0.14112789,0.138805655300043,0.0023222346999569,0.0023222346999569
age_residual,2012,longline,10,0.02673302,0.025839137201947,0.000893882798053004,0.000893882798053004
age_residual,2012,purse_seine,1,0.187143801871438,0.187732243092397,-0.000588441220958968,0.000588441220958968
age_residual,2012,purse_seine,2,0.419714724197147,0.423577140324114,-0.00386241612696708,0.00386241612696708
age_residual,2012,purse_seine,3,0.310828063108281,0.292045429195157,0.0187826339131239,0.0187826339131239
age_residual,2012,purse_seine,4,0.0760104907601049,0.0809009943271442,-0.00489050356703931,0.00489050356703931
age_residual,2012,purse_seine,5,0.0061378200613782,0.0101673518735849,-0.00402953181220668,0.00402953181220668
age_residual,2012,purse_seine,6,0.0001636600016366,0.00313535008952223,-0.00297169008788563,0.00297169008788563
age_residual,2012,purse_seine,7,1.4400000144e-06,0.0015386166970444,-0.00153717669703,0.00153717669703
age_residual,2012,purse_seine,8,0,0.00057299778092421,-0.00057299778092421,0.00057299778092421
age_residual,2012,purse_seine,9,0,0.000209652871428739,-0.000209652871428739,0.000209652871428739
age_residual,2012,purse_seine,10,0,0.000120223748683313,-0.000120223748683313,0.000120223748683313
age_residual,2013,longline,1,9.9999999e-09,0.000941575178689858,-0.000941565178689958,0.000941565178689958
age_residual,2013,longline,2,1.3899999861e-06,0.00129971016910668,-0.00129832016912058,0.00129832016912058
age_residual,2013,longline,3,8.60899991391e-05,0.00179499689316475,-0.00170890689402565,0.00170890689402565
age_residual,2013,longline,4,0.0023375099766249,0.00424484920088949,-0.00190733922426459,0.00190733922426459
age_residual,2013,longline,5,0.0277732597222674,0.0301916639586833,-0.00241840423641586,0.00241840423641586
age_residual,2013,longline,6,0.144404208555958,0.148692648116384,-0.00428843956042604,0.00428843956042604
age_residual,2013,longline,7,0.328557856714421,0.332799215767146,-0.00424135905272427,0.00424135905272427
age_residual,2013,longline,8,0.327131826728682,0.315141686349016,0.0119901403796654,0.0119901403796654
age_residual,2013,longline,9,0.142532098574679,0.138943967010606,0.00358813156407281,0.00358813156407281
age_residual,2013,longline,10,0.0271757497282425,0.0259496873563139,0.00122606237192857,0.00122606237192857
age_residual,2013,purse_seine,1,0.18643798,0.186929498816065,-0.00049151881606474,0.00049151881606474
age_residual,2013,purse_seine,2,0.41935273,0.424234573282202,-0.00488184328220187,0.00488184328220187
age_residual,2013,purse_seine,3,0.31146686,0.292191657470743,0.0192752025292571,0.0192752025292571
age_residual,2013,purse_seine,4,0.07638912,0.0808927742296475,-0.00450365422964745,0.00450365422964745
age_residual,2013,purse_seine,5,0.00618641,0.0101666818229038,-0.00398027182290378,0.00398027182290378
age_residual,2013,purse_seine,6,0.00016544,0.00313799960494838,-0.00297255960494838,0.00297255960494838
age_residual,2013,purse_seine,7,1.46e-06,0.00154124484711754,-0.00153978484711754,0.00153978484711754
age_residual,2013,purse_seine,8,0,0.000574311970437594,-0.000574311970437594,0.000574311970437594
age_residual,2013,purse_seine,9,0,0.000210279511086789,-0.000210279511086789,0.000210279511086789
age_residual,2013,purse_seine,10,0,0.000120978444848838,-0.000120978444848838,0.000120978444848838
age_residual,2014,longline,1,1e-08,0.000929428674612515,-0.000929418674612515,0.000929418674612515
age_residual,2014,longline,2,1.34e-06,0.00129254335044848,-0.00129120335044848,0.00129120335044848
age_residual,2014,longline,3,8.361e-05,0.00179554740050921,-0.00171193740050921,0.00171193740050921
age_residual,2014,longline,4,0.00228488,0.00424169359594277,-0.00195681359594277,0.00195681359594277
age_residual,2014,longline,5,0.02732564,0.0301510574378706,-0.00282541743787064,0.00282541743787064
age_residual,2014,longline,6,0.14300692,0.148497965169733,-0.00549104516973251,0.00549104516973251
age_residual,2014,longline,7,0.32750855,0.332666268413724,-0.00515771841372414,0.00515771841372414
age_residual,2014,longline,8,0.32822161,0.315287446869028,0.0129341631309717,0.0129341631309717
age_residual,2014,longline,9,0.14394303,0.139089469672815,0.00485356032718465,0.00485356032718465
age_residual,2014,longline,10,0.02762441,0.026048579415316,0.00157583058468403,0.00157583058468403
age_residual,2014,purse_seine,1,0.185733591857336,0.185396610922367,0.000336980934968673,0.000336980934968673
age_residual,2014,purse_seine,2,0.418988304189883,0.42390402779666,-0.00491572360677733,0.00491572360677733
age_residual,2014,purse_seine,3,0.312104923121049,0.293672897932238,0.0184320251888114,0.0184320251888114
age_residual,2014,purse_seine,4,0.0767691307676913,0.0812175043664025,-0.0044483735987112,0.0044483735987112
age_residual,2014,purse_seine,5,0.0062353400623534,0.0102013492128204,-0.00396600915046705,0.00396600915046705
age_residual,2014,purse_seine,6,0.0001672300016723,0.00314881231125372,-0.00298158230958142,0.00298158230958142
age_residual,2014,purse_seine,7,1.4800000148e-06,0.00154796448914318,-0.00154648448912838,0.00154648448912838
age_residual,2014,purse_seine,8,0,0.000577313318945348,-0.000577313318945348,0.000577313318945348
age_residual,2014,purse_seine,9,0,0.00021150196129895,-0.00021150196129895,0.00021150196129895
age_residual,2014,purse_seine,10,0,0.000122017688870362,-0.000122017688870362,0.000122017688870362
age_residual,2015,longline,1,1e-08,0.00093006522614902,-0.00093005522614902,0.00093005522614902
age_residual,2015,longline,2,1.29e-06,0.00127672711063534,-0.00127543711063534,0.00127543711063534
age_residual,2015,longline,3,8.119e-05,0.00178684702036071,-0.00170565702036071,0.00170565702036071
age_residual,2015,longline,4,0.00223332,0.00424584722992696,-0.00201252722992696,0.00201252722992696
age_residual,2015,longline,5,0.02688389,0.0301489000511868,-0.00326501005118681,0.00326501005118681
age_residual,2015,longline,6,0.14161602,0.148397948991664,-0.00678192899166358,0.00678192899166358
age_residual,2015,longline,7,0.32644616,0.332454082366836,-0.00600792236683634,0.00600792236683634
age_residual,2015,longline,8,0.32929844,0.315373391923903,0.0139250480760971,0.0139250480760971
