metric,value,note
n,20,number of fitted years
catch_rmse_log,0.249936274783,root mean squared log catch residual
index_rmse_log,0.111072841578,root mean squared log index residual
catch_mean_log_residual,0.137973660195,mean log observed minus predicted catch
index_mean_log_residual,-0.108277873898,mean log observed minus predicted index
max_abs_catch_log_residual,0.355205350869,maximum absolute log catch residual
max_abs_index_log_residual,0.143794559386,maximum absolute log index residual
