metric,value,note
n,20,number of fitted years
catch_rmse_log,0.284715539985,root mean squared log catch residual
index_rmse_log,0.107917886634,root mean squared log index residual
catch_mean_log_residual,0.228815482846,mean log observed minus predicted catch
index_mean_log_residual,0.0961372540543,mean log observed minus predicted index
max_abs_catch_log_residual,0.4128082724,maximum absolute log catch residual
max_abs_index_log_residual,0.163065439282,maximum absolute log index residual
