metric,value,note
n,20,number of fitted years
catch_rmse_log,0.465659126063,root mean squared log catch residual
index_rmse_log,0.332835250155,root mean squared log index residual
catch_mean_log_residual,-0.0117482422705,mean log observed minus predicted catch
index_mean_log_residual,0.218092708369,mean log observed minus predicted index
max_abs_catch_log_residual,1.14241138686,maximum absolute log catch residual
max_abs_index_log_residual,0.476780865656,maximum absolute log index residual
