field,value
objective,207.636695641
joint_objective,201.164575483
laplace_logdet,49.7017816441
laplace_constant,18.3787706641
grad_norm,0.390541818416
iterations,156
converged,no
message,stopped before requested fixed-effect gradient tolerance; L-BFGS line search stalled; recovered with gradient restart. attempts=1
laplace,yes
random_effects,20
log_r0,7.71725536323
r0,2246.78450292
log_fbar,-2.93104429223
fbar,0.0533413051389
log_q,-11.0306312572
q,1.61978626896e-05
logit_sel_a50,-11.3103231718
sel_a50,1.00011021133
log_sel_slope,-0.598488992111
sel_slope,0.54964152163
