"V1","V2","V3","V4","V5","V6","V7","V8","V9","V10","V11","V12","V13","V14","V15","V16","V17","V18","V19","V20"
13.4375828872205,5.27874600150669,5.0313685743267,4.50748163331328,3.8456386742258,3.2060544505764,2.60127079104956,2.10475460780312,1.66370949219842,1.32143351015586,1.03906669347097,0.818101208081829,0.624293921659836,0.458827672017937,0.315935901113656,0.200257326520337,0.109861088777067,0.0483105518153561,0.0131509479029334,0
5.27874600150669,13.4713585782112,5.5427917910776,5.13080996341551,4.50790992391756,3.85493279260593,3.19507805946181,2.62939412615311,2.10434164368331,1.68451647211109,1.32895538695003,1.04634285208281,0.798465368434191,0.586835773142806,0.404078699042271,0.256127017185396,0.140511178602759,0.0617886883344119,0.016819924234816,0
5.0313685743267,5.5427917910776,13.4285454167676,5.46735502326466,4.96516456282217,4.37268345262501,3.71682590829572,3.12366044551292,2.54211058650843,2.06022522989758,1.63812806949287,1.2941325140877,0.987553929007893,0.72580727525608,0.499770588234951,0.316781731739386,0.173786330609179,0.0764211753511033,0.0208031342627688,0
4.50748163331328,5.13080996341551,5.46735502326466,13.300238709729,5.14862708175207,4.68687808845543,4.10184105216744,3.53404789543445,2.93634982713155,2.41963862788589,1.94775536479264,1.55100939861642,1.18775654797959,0.872947105402833,0.601086959635732,0.381001548474183,0.209017296237954,0.091913716062836,0.0250204654280756,0
3.8456386742258,4.50790992391756,4.96516456282217,5.14862708175207,13.1258626438738,4.7709037704807,4.31457590581623,3.8256880020718,3.25761741314164,2.74007619714015,2.24243205032939,1.80799581035798,1.39599945437163,1.02998763312745,0.709220674456887,0.449542567587445,0.246618871753385,0.108448713872328,0.029521571016744,0
3.2060544505764,3.85493279260593,4.37268345262501,4.68687808845543,4.7709037704807,13.0498040907369,4.3994111629735,4.02880017482486,3.52903709186192,3.04116968608315,2.53983930749401,2.08192782247393,1.62809350000687,1.21190720913947,0.838239354545655,0.531321611547583,0.291482822374917,0.128177284153852,0.0348920209541262,0
2.60127079104956,3.19507805946181,3.71682590829572,4.10184105216744,4.31457590581623,4.3994111629735,12.9128473893036,4.07426780380451,3.68391396594023,3.26430771875243,2.79179856843648,2.33500934133521,1.85675144664345,1.40068840326497,0.978401991078248,0.62360137293759,0.342107462354641,0.150439072382049,0.0409520555886737,0
2.10475460780312,2.62939412615311,3.12366044551292,3.53404789543445,3.8256880020718,4.02880017482486,4.07426780380451,12.8499296023995,3.7645163459818,3.44115580009067,3.02408124723169,2.5891635167127,2.10050587546591,1.61189899365698,1.14216068624655,0.73637269021731,0.406990935775001,0.178971070740406,0.0487189472899203,0
1.66370949219842,2.10434164368331,2.54211058650843,2.93634982713155,3.25761741314164,3.52903709186192,3.68391396594023,3.7645163459818,12.6365897251206,3.46399422444387,3.13728857671589,2.75825043773113,2.28956827228658,1.79242436437239,1.29257904793591,0.846396942739686,0.474351541062568,0.210971002355659,0.0574298689779614,0
1.32143351015586,1.68451647211109,2.06022522989758,2.41963862788589,2.74007619714015,3.04116968608315,3.26430771875243,3.44115580009067,3.46399422444387,12.4705949274639,3.18222094904278,2.88048331537983,2.45291171483842,1.96332597293118,1.44362656163945,0.961929204797917,0.547889921715851,0.247837087577761,0.068936328657384,0
