field,value
objective,1798.68855963
grad_norm,0.100551623797
iterations,136
converged,no
message,stopped before requested fixed-effect gradient tolerance; L-BFGS line search stalled; recovered with gradient restart. attempts=1
random_effects,20
log_r0,6.67741077558
r0,794.259930115
log_m_fixed,-0.798507696218
m_fixed,0.45
log_fbar,-2.00379011519
fbar,0.134823317741
log_q_longline_fixed,-9.90348755254
q_longline_fixed,5e-05
log_q_purse_seine,-10.7800055897
q_purse_seine,2.08114843847e-05
logit_sel_a50_longline,-7.52180321983
sel_a50_longline,1.00486776854
log_sel_slope_longline,-6.43506002398
sel_slope_longline,0.0016043124023
init_log_number_dev_age_1,-5.39557109594
init_number_multiplier_age_1,0.00453662880857
init_log_number_dev_age_2,-4.47536041229
init_number_multiplier_age_2,0.0113861176882
init_log_number_dev_age_3,-3.08385260584
init_number_multiplier_age_3,0.0457825343875
init_log_number_dev_age_4,-1.11410087263
init_number_multiplier_age_4,0.32821024909
init_log_number_dev_age_5,2.18424252592
init_number_multiplier_age_5,8.88391666749
init_log_number_dev_age_6,2.87352245424
init_number_multiplier_age_6,17.6992533353
init_log_number_dev_age_7,1.20888634086
init_number_multiplier_age_7,3.3497520925
init_log_number_dev_age_8,-2.09914826014
init_number_multiplier_age_8,0.122560773705
init_log_number_dev_age_9,0.0038763483451
init_number_multiplier_age_9,1.0038838711
init_log_number_dev_age_10,-0.0296255702719
init_number_multiplier_age_10,0.970808965241
logit_sel_purse_seine_age_1,-0.0911866396939
sel_purse_seine_age_1,0.477219123145
logit_sel_purse_seine_age_2,-0.156058987776
sel_purse_seine_age_2,0.461064242442
logit_sel_purse_seine_age_3,-0.172860943738
sel_purse_seine_age_3,0.456892052688
logit_sel_purse_seine_age_4,-0.18943406553
sel_purse_seine_age_4,0.452782599983
logit_sel_purse_seine_age_5,-0.21788608465
sel_purse_seine_age_5,0.445742960643
logit_sel_purse_seine_age_6,-0.158048347089
sel_purse_seine_age_6,0.460569956918
logit_sel_purse_seine_age_7,-0.305752840489
sel_purse_seine_age_7,0.424151759401
logit_sel_purse_seine_age_8,-0.366951562809
sel_purse_seine_age_8,0.409277836324
logit_sel_purse_seine_age_9,-1.13437080982
sel_purse_seine_age_9,0.243355385688
logit_sel_purse_seine_age_10,1.98327408196
sel_purse_seine_age_10,0.879029748635
