parameter_index,parameter_name,base_log_slope,base_slope,base_objective,step_index,multiplier,log_sel_slope_longline,sel_slope_longline,objective,delta_objective,status,message
5,init_log_number_dev_age_1,0.153596917735564,1.16602078974061,1980.92922105646,0,0.4,-0.762693814138591,0.466408315896243,2000.89841990386,19.9691988473994,ok,"ok"
5,init_log_number_dev_age_1,0.153596917735564,1.16602078974061,1980.92922105646,1,0.5,-0.539550262824382,0.583010394870303,1993.1452329323,12.2160118758384,ok,"ok"
5,init_log_number_dev_age_1,0.153596917735564,1.16602078974061,1980.92922105646,2,0.6,-0.357228706030427,0.699612473844364,1987.95486373356,7.02564267709386,ok,"ok"
5,init_log_number_dev_age_1,0.153596917735564,1.16602078974061,1980.92922105646,3,0.7,-0.203078026203169,0.816214552818425,1984.53245096801,3.60322991154226,ok,"ok"
5,init_log_number_dev_age_1,0.153596917735564,1.16602078974061,1980.92922105646,4,0.75,-0.134085154716217,0.874515592305455,1983.3291594443,2.39993838783516,ok,"ok"
5,init_log_number_dev_age_1,0.153596917735564,1.16602078974061,1980.92922105646,5,0.8,-0.069546633578646,0.932816631792485,1982.4063552718,1.47713421533285,ok,"ok"
5,init_log_number_dev_age_1,0.153596917735564,1.16602078974061,1980.92922105646,6,0.85,-0.00892201176221126,0.991117671279516,1981.73050417655,0.801283120087646,ok,"ok"
5,init_log_number_dev_age_1,0.153596917735564,1.16602078974061,1980.92922105646,7,0.9,0.0482364020777374,1.04941871076655,1981.27388402409,0.344662967623435,ok,"ok"
5,init_log_number_dev_age_1,0.153596917735564,1.16602078974061,1980.92922105646,8,0.95,0.102303623348013,1.10771975025358,1981.01331556328,0.0840945068193832,ok,"ok"
5,init_log_number_dev_age_1,0.153596917735564,1.16602078974061,1980.92922105646,9,0.975,0.128279109751274,1.13687026999709,1980.95031266861,0.0210916121438913,ok,"ok"
5,init_log_number_dev_age_1,0.153596917735564,1.16602078974061,1980.92922105646,10,1,0.153596917735564,1.16602078974061,1980.92922105646,0,ok,"ok"
5,init_log_number_dev_age_1,0.153596917735564,1.16602078974061,1980.92922105646,11,1.025,0.178289530325935,1.19517130948412,1980.94803991823,0.0188188617637479,ok,"ok"
5,init_log_number_dev_age_1,0.153596917735564,1.16602078974061,1980.92922105646,12,1.05,0.202387081904996,1.22432182922764,1981.00491425039,0.0756931939254173,ok,"ok"
5,init_log_number_dev_age_1,0.153596917735564,1.16602078974061,1980.92922105646,13,1.1,0.248907097539889,1.28262286871467,1981.22605674015,0.29683568369046,ok,"ok"
5,init_log_number_dev_age_1,0.153596917735564,1.16602078974061,1980.92922105646,14,1.15,0.293358860110722,1.3409239082017,1981.58023608765,0.651015031182624,ok,"ok"
5,init_log_number_dev_age_1,0.153596917735564,1.16602078974061,1980.92922105646,15,1.2,0.335918474529518,1.39922494768873,1982.05663442025,1.12741336378463,ok,"ok"
5,init_log_number_dev_age_1,0.153596917735564,1.16602078974061,1980.92922105646,16,1.3,0.415961182203055,1.51582702666279,1983.33926213208,2.41004107561412,ok,"ok"
5,init_log_number_dev_age_1,0.153596917735564,1.16602078974061,1980.92922105646,17,1.4,0.490069154356777,1.63242910563685,1985.010495297,4.08127424053373,ok,"ok"
5,init_log_number_dev_age_1,0.153596917735564,1.16602078974061,1980.92922105646,18,1.6,0.623600546981299,1.86563326358497,1989.32732691789,8.39810586142221,ok,"ok"
5,init_log_number_dev_age_1,0.153596917735564,1.16602078974061,1980.92922105646,19,1.8,0.741383582637683,2.09883742153309,1994.70779055628,13.7785694998156,ok,"ok"
5,init_log_number_dev_age_1,0.153596917735564,1.16602078974061,1980.92922105646,20,2,0.846744098295509,2.33204157948121,2000.94655689778,20.017335841316,ok,"ok"
